ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct
AMZN,2025-02-24,214.68,213.93,212.65,0.349357182783678,-0.5983265554153233,failed_recovery,18.98,<20,<0.5%,True,4.228445908841294
AMZN,2025-02-25,210.61,206.42,212.8,1.9894591899719987,3.0907857765720492,full_recovery,19.43,<20,>1.0%,True,2.3709167544783947
AMZN,2025-02-26,218.16,214.62,214.27,1.622662266226619,-0.16307893020221523,failed_recovery,19.1,<20,>1.0%,False,1.6984045290787355
AMZN,2025-02-27,215.5,212.71,208.82,1.2946635730858433,-1.8287809693949577,failed_recovery,21.13,20-25,>1.0%,True,10.628272251308887
AMZN,2025-02-28,210.88,207.38,212.3,1.659711684370258,2.372456360304762,full_recovery,19.63,<20,>1.0%,True,7.098911500236631
AMZN,2025-03-03,210.97,207.29,205.05,1.744323837512446,-1.0806117034106715,failed_recovery,22.78,20-25,>1.0%,True,16.046867040244535
AMZN,2025-03-04,202.16,201.08,203.86,0.5342303126236566,1.382534314700617,full_recovery,23.51,20-25,0.5-1.0%,True,3.204565408252855
AMZN,2025-03-05,206.55,204.95,208.4,0.7746308399903281,1.6833373993657073,full_recovery,21.93,20-25,0.5-1.0%,True,6.720544449170573
AMZN,2025-03-06,205.77,200.55,200.7,2.536812946493657,0.07479431563200062,failed_recovery,24.87,20-25,>1.0%,True,13.406292749658007
AMZN,2025-03-07,201.85,192.68,199.25,4.542977458508787,3.409798629852602,partial_recovery,23.37,20-25,>1.0%,True,6.0313630880579
AMZN,2025-03-10,195.56,192.15,194.66,1.743710370218857,1.3062711423367113,partial_recovery,27.86,>=25,>1.0%,True,19.21266581086863
AMZN,2025-03-11,200.18,193.51,196.5,3.332001198920979,1.5451397860575729,weak_recovery,26.92,>=25,>1.0%,True,3.374012921751607
AMZN,2025-03-12,200.0,197.93,198.89,1.0349999999999966,0.48501995655028524,weak_recovery,24.23,20-25,>1.0%,True,9.992570579494805
AMZN,2025-03-13,196.69,191.82,193.91,2.475977426407039,1.089563132103015,weak_recovery,24.66,20-25,>1.0%,False,1.7746595130004115
AMZN,2025-03-14,198.25,196.76,197.93,0.7515762925599037,0.5946330554990933,partial_recovery,21.77,20-25,0.5-1.0%,True,11.71938361719384
AMZN,2025-03-17,197.65,194.4,195.85,1.6443207690361752,0.7458847736625456,weak_recovery,20.51,20-25,>1.0%,True,5.787781350482306
AMZN,2025-03-18,192.39,191.3,192.9,0.5665575133842585,0.8363826450601121,full_recovery,21.7,20-25,0.5-1.0%,True,5.8020477815699545
AMZN,2025-03-19,194.29,191.99,195.52,1.1837974162334568,1.8386374290327627,full_recovery,19.9,<20,>1.0%,True,8.29493087557604
AMZN,2025-03-20,199.32,194.2,194.95,2.5687336945615113,0.3861997940267765,failed_recovery,19.8,<20,>1.0%,False,0.5025125628140596
AMZN,2025-03-21,195.74,193.78,196.21,1.0013282926330886,1.25399938074105,full_recovery,19.28,<20,>1.0%,True,2.626262626262624
AMZN,2025-03-24,203.15,201.67,203.02,0.7285257199114045,0.6694104229682267,partial_recovery,17.48,<20,0.5-1.0%,True,9.336099585062243
AMZN,2025-03-25,206.21,204.46,205.7,0.8486494350419476,0.6064755942482543,partial_recovery,17.15,<20,0.5-1.0%,False,1.8878718535469212
AMZN,2025-03-26,203.9,201.55,201.09,1.152525747915642,-0.22823120813694267,failed_recovery,18.33,<20,>1.0%,True,6.880466472303206
AMZN,2025-03-27,203.79,201.46,201.35,1.1433338240345376,-0.054601409709130175,failed_recovery,18.69,<20,>1.0%,False,1.9639934533551717
AMZN,2025-03-28,197.8,192.27,192.64,2.795753286147624,0.19243771779267493,failed_recovery,21.65,20-25,>1.0%,True,15.83734617442481
AMZN,2025-03-31,188.81,187.26,190.29,0.8209310947513433,1.6180711310477418,full_recovery,22.28,20-25,0.5-1.0%,True,2.909930715935347
AMZN,2025-04-01,193.39,191.97,192.16,0.7342675422720862,0.09897379798926796,failed_recovery,21.77,20-25,0.5-1.0%,True,2.289048473967691
AMZN,2025-04-02,194.95,193.89,195.96,0.5437291613234174,1.0676156583630005,full_recovery,21.51,20-25,0.5-1.0%,False,1.1943040881947542
AMZN,2025-04-03,182.5,177.09,178.36,2.964383561643834,0.7171494720198827,failed_recovery,30.02,>=25,>1.0%,True,39.56299395629939
AMZN,2025-04-04,178.14,167.12,170.98,6.18614572807903,2.309717568214448,weak_recovery,45.31,>=25,>1.0%,True,50.93271152564958
AMZN,2025-04-07,183.41,161.56,175.45,11.91319993457281,8.597425105224058,partial_recovery,46.98,>=25,>1.0%,True,3.685720591480897
AMZN,2025-04-08,184.91,173.71,171.09,6.057000703044718,-1.5082608945944416,failed_recovery,52.33,>=25,>1.0%,True,11.387824606215414
AMZN,2025-04-09,175.52,169.93,190.95,3.184822242479491,12.369799329135516,full_recovery,33.62,>=25,>1.0%,True,35.7538696732276
AMZN,2025-04-10,186.87,175.85,181.04,5.897147749772574,2.9513790162069937,weak_recovery,40.72,>=25,>1.0%,True,21.118381915526477
AMZN,2025-04-11,182.0,180.09,184.79,1.0494505494505475,2.609806208007101,full_recovery,37.56,>=25,>1.0%,True,7.760314341846749
AMZN,2025-04-14,185.94,179.23,182.06,3.6086909755835257,1.5789767338057314,weak_recovery,30.89,>=25,>1.0%,True,17.758253461128863
AMZN,2025-04-15,182.05,178.92,179.58,1.7193078824498893,0.3688799463447491,failed_recovery,30.12,>=25,>1.0%,True,2.4927160893493028
AMZN,2025-04-16,179.1,176.25,174.39,1.591289782244553,-1.055319148936178,failed_recovery,32.64,>=25,>1.0%,True,8.36653386454183
AMZN,2025-04-17,175.43,172.34,172.59,1.7613863079290903,0.14506208657305328,failed_recovery,29.65,>=25,>1.0%,True,9.160539215686281
AMZN,2025-04-21,167.58,165.58,167.31,1.1934598400763814,1.0448121753834942,partial_recovery,33.82,>=25,>1.0%,True,14.064080944350765
AMZN,2025-04-22,174.27,172.82,173.13,0.8320422333161284,0.17937738687652025,failed_recovery,30.57,>=25,0.5-1.0%,True,9.609698403311649
AMZN,2025-04-23,187.38,180.94,180.54,3.4368662610737526,-0.22106775726760566,failed_recovery,28.45,>=25,>1.0%,True,6.934903500163562
AMZN,2025-04-24,185.18,184.05,186.48,0.6102170860784077,1.3202933985329954,full_recovery,26.47,>=25,0.5-1.0%,True,6.959578207381373
AMZN,2025-04-25,187.93,186.6,188.95,0.7077103176714801,1.2593783494105009,full_recovery,24.84,20-25,0.5-1.0%,True,6.157914620324893
AMZN,2025-04-28,188.97,184.88,187.67,2.164364713975765,1.5090869753353484,partial_recovery,25.15,>=25,>1.0%,False,1.2479871175523298
AMZN,2025-04-29,187.14,185.59,187.4,0.8282569199529675,0.9752680640120708,full_recovery,24.17,20-25,0.5-1.0%,True,3.8966202783300075
AMZN,2025-04-30,182.14,180.49,184.32,0.9058965630833301,2.1220012189040856,full_recovery,24.7,20-25,0.5-1.0%,True,2.1928009929664776
AMZN,2025-05-01,190.98,188.65,189.84,1.2200230390616735,0.6307977736549153,partial_recovery,24.6,20-25,>1.0%,False,0.40485829959513314
AMZN,2025-05-02,191.21,189.84,190.0,0.7164897233408318,0.08428150021070195,failed_recovery,22.68,20-25,0.5-1.0%,True,7.804878048780495
AMZN,2025-05-05,188.18,186.9,186.21,0.6801998086938044,-0.3691813804173342,failed_recovery,23.64,20-25,0.5-1.0%,True,4.232804232804237
AMZN,2025-05-06,187.13,185.16,184.96,1.0527440816544642,-0.10801468999783358,failed_recovery,24.76,20-25,>1.0%,True,4.737732656514386
AMZN,2025-05-07,190.99,187.77,188.77,1.6859521440913132,0.5325664376630984,weak_recovery,23.55,20-25,>1.0%,True,4.886914378029082
AMZN,2025-05-08,193.06,192.12,192.14,0.48689526572050024,0.010410160316459405,failed_recovery,22.48,20-25,<0.5%,True,4.543524416135882
AMZN,2025-05-09,193.8,191.65,193.08,1.1093911248710038,0.7461518392903767,partial_recovery,21.9,20-25,>1.0%,True,2.580071174377232
AMZN,2025-05-12,210.68,206.32,208.72,2.06948927283084,1.1632415664986457,partial_recovery,18.39,<20,>1.0%,True,16.027397260273965
AMZN,2025-05-13,214.84,212.15,211.19,1.2520945820145215,-0.4525100164977648,failed_recovery,18.22,<20,>1.0%,False,0.9244154431756482
AMZN,2025-05-14,211.82,209.22,210.24,1.227457275044847,0.48752509320333154,weak_recovery,18.62,<20,>1.0%,True,2.195389681668508
AMZN,2025-05-15,206.01,203.9,205.16,1.0242221251395491,0.6179499754781711,partial_recovery,17.83,<20,>1.0%,True,4.242749731471551
AMZN,2025-05-16,206.52,204.63,205.56,0.9151656013945452,0.45447881542296187,weak_recovery,17.24,<20,0.5-1.0%,True,3.3090297251822767
AMZN,2025-05-19,206.62,205.21,206.14,0.6824121575839689,0.45319428877733947,partial_recovery,18.14,<20,0.5-1.0%,True,5.220417633410686
AMZN,2025-05-20,205.08,203.3,204.13,0.8679539691827585,0.4082636497786444,weak_recovery,18.09,<20,0.5-1.0%,False,0.2756339581036423
AMZN,2025-05-21,203.3,200.72,201.12,1.2690605017216,0.19928258270227464,failed_recovery,20.87,20-25,>1.0%,True,15.367606412382539
AMZN,2025-05-22,203.52,202.46,203.08,0.5208333333333345,0.30623333004050407,partial_recovery,20.28,20-25,0.5-1.0%,True,2.8270244369908952
AMZN,2025-05-23,201.85,200.69,200.99,0.574684171414415,0.1494842792366393,weak_recovery,22.29,20-25,0.5-1.0%,True,9.911242603550285
AMZN,2025-05-28,206.28,205.33,204.8,0.46053907310451264,-0.2581210733940491,failed_recovery,19.31,<20,<0.5%,False,1.8459915611814233
AMZN,2025-05-29,207.5,204.23,205.7,1.5759036144578364,0.7197767223228707,weak_recovery,19.18,<20,>1.0%,False,0.6732263076126308
AMZN,2025-05-30,205.29,201.7,204.66,1.7487456768473884,1.4675260287555816,partial_recovery,18.57,<20,>1.0%,True,3.1803962460896735
AMZN,2025-06-03,208.32,206.78,205.78,0.7392473118279532,-0.4836057645807138,failed_recovery,17.69,<20,0.5-1.0%,True,3.6492374727668744
AMZN,2025-06-05,212.81,209.06,207.85,1.762135238005733,-0.5787812111355629,failed_recovery,18.48,<20,>1.0%,True,4.940374787052817
AMZN,2025-06-06,213.31,211.24,213.52,0.9704186395386962,1.0793410338950962,full_recovery,16.77,<20,0.5-1.0%,True,9.253246753246758
AMZN,2025-06-09,215.9,214.54,216.92,0.629921259842526,1.109350237717906,full_recovery,17.16,<20,0.5-1.0%,True,2.3255813953488405
AMZN,2025-06-10,216.9,215.76,217.57,0.5255878284923996,0.8388950685947361,full_recovery,16.95,<20,0.5-1.0%,False,1.2237762237762286
AMZN,2025-06-11,217.67,215.0,213.17,1.2266274635916699,-0.8511627906976802,failed_recovery,17.26,<20,>1.0%,False,1.828908554572285
AMZN,2025-06-12,213.58,212.13,213.24,0.6789025189624576,0.5232640362042208,partial_recovery,18.02,<20,0.5-1.0%,True,4.403244495944368
AMZN,2025-06-16,216.55,214.86,216.16,0.7804202262756859,0.6050451456762463,partial_recovery,19.11,<20,0.5-1.0%,True,8.21325648414986
AMZN,2025-06-17,217.41,215.22,214.81,1.0073133710500888,-0.19050274138091097,failed_recovery,21.6,20-25,>1.0%,True,13.029827315541612
AMZN,2025-06-18,217.96,214.81,212.53,1.4452193062947356,-1.06140310041432,failed_recovery,20.14,20-25,>1.0%,True,6.759259259259262
AMZN,2025-06-20,212.11,209.29,209.61,1.3294988449389569,0.15289789287592412,failed_recovery,20.62,20-25,>1.0%,True,6.991429860171405
AMZN,2025-06-23,210.39,207.31,208.48,1.463947906269302,0.5643721962278653,weak_recovery,19.83,<20,>1.0%,True,3.8312318137730483
AMZN,2025-06-24,213.8,213.0,212.77,0.3741814780168435,-0.1079812206572722,failed_recovery,17.48,<20,<0.5%,True,11.850731215330299
AMZN,2025-06-25,214.73,211.96,212.06,1.2899920830810703,0.04717871296470764,failed_recovery,16.76,<20,>1.0%,True,4.1189931350114355
AMZN,2025-06-26,216.88,215.3,217.13,0.7285134636665364,0.8499767765907961,full_recovery,16.59,<20,0.5-1.0%,False,1.0143198090692225
AMZN,2025-06-27,221.33,219.12,223.21,0.9985090136899688,1.8665571376414767,full_recovery,16.32,<20,0.5-1.0%,False,1.6274864376130171
AMZN,2025-06-30,222.79,219.12,219.4,1.6472911710579414,0.12778386272362227,failed_recovery,16.73,<20,>1.0%,True,2.512254901960785
AMZN,2025-07-01,220.69,218.51,220.45,0.9878109565453834,0.8878312205391047,partial_recovery,16.83,<20,0.5-1.0%,False,0.5977286312014218
AMZN,2025-07-02,221.6,220.26,219.88,0.6046931407942254,-0.17252338145827453,failed_recovery,16.64,<20,0.5-1.0%,False,1.1289364230540566
AMZN,2025-07-03,223.55,213.04,223.06,4.701409080742572,4.703342095381155,partial_recovery,16.38,<20,>1.0%,False,1.5625000000000093
AMZN,2025-07-07,224.29,222.45,223.48,0.8203664898122982,0.4630253989660603,partial_recovery,17.79,<20,0.5-1.0%,False,1.7734553775743633
AMZN,2025-07-08,222.16,220.11,219.34,0.9227583723442487,-0.3498250874562765,failed_recovery,16.81,<20,0.5-1.0%,True,5.508712759977518
AMZN,2025-07-09,224.29,222.07,222.46,0.9897900040126617,0.17562029990544187,failed_recovery,15.94,<20,0.5-1.0%,True,5.175490779298032
AMZN,2025-07-11,225.84,224.18,224.99,0.7350336521431087,0.36131679900080393,weak_recovery,16.4,<20,0.5-1.0%,True,3.929024081115331
AMZN,2025-07-14,226.66,225.48,225.63,0.5206035471631548,0.06652474720596314,failed_recovery,17.2,<20,0.5-1.0%,True,4.87804878048781
AMZN,2025-07-15,227.2,225.75,226.3,0.6382042253521076,0.2436323366555975,weak_recovery,17.38,<20,0.5-1.0%,False,1.0465116279069753
AMZN,2025-07-16,225.73,222.84,223.18,1.280290612678858,0.15257583916711695,failed_recovery,17.16,<20,>1.0%,False,1.2658227848101202
AMZN,2025-07-22,228.0,226.35,227.52,0.7236842105263183,0.5168986083499076,partial_recovery,16.5,<20,0.5-1.0%,False,0.9009009009008924
AMZN,2025-07-23,228.52,227.38,228.27,0.49886224400490753,0.39141525200106203,partial_recovery,15.37,<20,<0.5%,True,6.848484848484854
AMZN,2025-07-24,233.97,231.75,232.25,0.9488395948198481,0.2157497303128371,failed_recovery,15.39,<20,0.5-1.0%,False,0.13012361743657352
AMZN,2025-07-25,232.4,231.66,231.46,0.31841652323580427,-0.0863334196667481,failed_recovery,14.93,<20,<0.5%,True,2.988953866146854
AMZN,2025-07-28,234.21,232.61,232.81,0.6831476025788797,0.08598082627573561,failed_recovery,15.03,<20,0.5-1.0%,False,0.6697923643670439
AMZN,2025-07-29,232.01,230.58,231.01,0.6163527434162228,0.18648625206001318,weak_recovery,15.98,<20,0.5-1.0%,True,6.3206919494344715
AMZN,2025-07-30,230.78,230.08,230.26,0.3033191784383346,0.0782336578581269,weak_recovery,15.48,<20,<0.5%,True,3.128911138923655
AMZN,2025-07-31,235.55,234.2,234.11,0.5731267246869126,-0.038428693424412894,failed_recovery,16.72,<20,0.5-1.0%,True,8.010335917312652
AMZN,2025-08-01,220.28,214.01,214.86,2.8463773379335437,0.39717770197655383,failed_recovery,20.38,20-25,>1.0%,True,21.889952153110052
AMZN,2025-08-04,215.68,212.45,211.72,1.4975890207715217,-0.34361026123793353,failed_recovery,17.52,<20,>1.0%,True,14.033366045142296
AMZN,2025-08-05,215.99,214.3,213.81,0.7824436316496123,-0.228651423238455,failed_recovery,17.85,<20,0.5-1.0%,False,1.883561643835627
AMZN,2025-08-07,226.22,221.63,223.18,2.0289983202192574,0.6993638045391019,weak_recovery,16.57,<20,>1.0%,False,1.1926058437686302
AMZN,2025-08-08,223.47,222.21,222.69,0.5638340716874708,0.21601188065343133,weak_recovery,15.15,<20,0.5-1.0%,True,8.569704284852142
AMZN,2025-08-11,222.04,221.31,221.37,0.32876959106466846,0.027111291853057825,failed_recovery,16.25,<20,<0.5%,True,7.260726072607258
AMZN,2025-08-12,222.07,221.38,221.42,0.3107128382942305,0.01806847953744333,failed_recovery,14.73,<20,<0.5%,True,9.35384615384615
AMZN,2025-08-13,224.88,223.2,224.56,0.7470651013874097,0.6093189964157767,partial_recovery,14.49,<20,0.5-1.0%,False,1.629327902240327
AMZN,2025-08-14,230.49,229.56,230.89,0.4034882207471069,0.5793692280885102,full_recovery,14.83,<20,<0.5%,True,2.3464458247066933
AMZN,2025-08-15,232.69,229.81,231.06,1.2376982251063628,0.5439275923589052,weak_recovery,15.09,<20,>1.0%,False,1.7532029669588656
AMZN,2025-08-18,230.76,229.74,231.42,0.44201768070722036,0.7312614259597712,full_recovery,14.99,<20,<0.5%,False,0.6626905235255112
AMZN,2025-08-19,229.55,227.88,228.02,0.7275103463297825,0.06143584342637124,failed_recovery,15.57,<20,0.5-1.0%,True,3.8692461641094065
AMZN,2025-08-20,224.23,222.81,223.81,0.6332783302858617,0.4488128899061981,partial_recovery,15.69,<20,0.5-1.0%,False,0.7707129094412281
AMZN,2025-08-21,222.6,220.71,221.95,0.8490566037735788,0.561823206923103,partial_recovery,16.6,<20,0.5-1.0%,True,5.799872530274072
AMZN,2025-08-22,227.81,226.46,228.84,0.5925990957376736,1.0509582266183852,full_recovery,14.22,<20,0.5-1.0%,True,14.337349397590366
AMZN,2025-08-25,229.6,228.13,227.89,0.640243902439024,-0.10520317362907514,failed_recovery,14.79,<20,0.5-1.0%,True,4.00843881856539
AMZN,2025-08-26,228.6,227.54,228.72,0.4636920384951891,0.5185901379977177,full_recovery,14.62,<20,<0.5%,False,1.1494252873563215
AMZN,2025-08-27,229.7,228.28,229.05,0.6181976491075262,0.3373050639565491,partial_recovery,14.85,<20,0.5-1.0%,False,1.573187414500687
AMZN,2025-08-28,232.68,231.46,231.56,0.5243252535671303,0.04320400933206356,failed_recovery,14.43,<20,0.5-1.0%,True,2.828282828282828
AMZN,2025-08-29,230.38,228.16,229.05,0.9636253146974558,0.3900771388499364,weak_recovery,15.36,<20,0.5-1.0%,True,6.444906444906443
AMZN,2025-09-02,225.08,222.05,225.33,1.3461880220366096,1.4771447872100882,full_recovery,17.17,<20,>1.0%,True,6.5136476426799055
AMZN,2025-09-03,227.1,224.9,226.0,0.968736239542047,0.4891062694530877,weak_recovery,16.35,<20,0.5-1.0%,True,4.775771694816542
AMZN,2025-09-04,234.14,233.31,235.69,0.3544887674041104,1.020102010201018,full_recovery,15.3,<20,<0.5%,True,6.4220183486238565
AMZN,2025-09-05,236.0,232.92,232.32,1.305084745762717,-0.2575991756826354,failed_recovery,15.18,<20,>1.0%,False,0.7843137254902025
AMZN,2025-09-08,237.6,235.47,235.86,0.8964646464646446,0.16562619441967757,failed_recovery,15.11,<20,0.5-1.0%,False,0.46113306982872393
AMZN,2025-09-10,234.4,231.17,230.35,1.3779863481228747,-0.3547173076091159,failed_recovery,15.35,<20,>1.0%,True,2.0611702127659606
AMZN,2025-09-11,231.48,230.75,229.96,0.3153620183169128,-0.3423618634886206,failed_recovery,14.71,<20,<0.5%,True,4.16938110749185
AMZN,2025-09-12,230.38,228.13,228.09,0.9766472784095842,-0.01753386227150837,failed_recovery,14.76,<20,0.5-1.0%,False,0.3399048266485311
AMZN,2025-09-15,233.73,231.03,231.45,1.155179052753172,0.18179457213348374,failed_recovery,15.69,<20,>1.0%,True,6.3008130081300795
AMZN,2025-09-16,235.9,234.62,234.02,0.5426027977956766,-0.25573267411132655,failed_recovery,16.36,<20,0.5-1.0%,True,4.2702358189929885
AMZN,2025-09-17,231.57,230.26,231.64,0.5657036749147136,0.5993225049943522,full_recovery,15.72,<20,0.5-1.0%,True,3.9119804400977927
AMZN,2025-09-18,233.06,231.97,231.21,0.4676907234188636,-0.3276285726602539,failed_recovery,15.7,<20,<0.5%,False,0.12722646310433428
AMZN,2025-09-19,234.15,232.63,231.6,0.6491565235959899,-0.4427631861754723,failed_recovery,15.45,<20,0.5-1.0%,False,1.5923566878980893
AMZN,2025-09-22,230.52,228.13,227.62,1.0367863959743253,-0.2235567439617722,failed_recovery,16.1,<20,>1.0%,True,4.207119741100337
AMZN,2025-09-23,224.13,221.81,220.74,1.0351135501717723,-0.4823948424327096,failed_recovery,16.64,<20,>1.0%,True,3.3540372670807397
AMZN,2025-09-24,224.32,219.54,220.21,2.130884450784594,0.3051835656372488,failed_recovery,16.18,<20,>1.0%,True,2.764423076923082
AMZN,2025-09-25,220.63,218.5,218.13,0.9654172143407495,-0.16933638443936133,failed_recovery,16.74,<20,0.5-1.0%,True,3.4610630407910925
AMZN,2025-09-26,221.05,219.18,219.8,0.8459624519339536,0.2828725248654095,weak_recovery,15.29,<20,0.5-1.0%,True,8.661887694145754
AMZN,2025-09-29,222.09,220.61,222.17,0.6663965059210184,0.7071302298173129,full_recovery,16.12,<20,0.5-1.0%,True,5.428384565075225
AMZN,2025-09-30,219.74,218.7,219.56,0.47328661144990464,0.39323273891175753,partial_recovery,16.28,<20,<0.5%,False,0.9925558312655095
AMZN,2025-10-03,223.83,220.38,219.49,1.5413483447259155,-0.4038478990833952,failed_recovery,16.65,<20,>1.0%,False,0.12026458208057472
AMZN,2025-10-06,220.36,219.34,220.89,0.4628789253948131,0.7066654508981413,full_recovery,16.37,<20,<0.5%,False,1.681681681681667
AMZN,2025-10-07,222.36,220.45,221.8,0.8589674401870951,0.6123837604899174,partial_recovery,17.24,<20,0.5-1.0%,True,5.314599877825274
AMZN,2025-10-09,224.66,223.46,227.74,0.5341404789459577,1.9153316029714496,full_recovery,16.43,<20,0.5-1.0%,False,0.7975460122699325
AMZN,2025-10-10,227.38,217.61,216.17,4.296771923652028,-0.6617342952989412,failed_recovery,21.66,20-25,>1.0%,True,31.832014607425446
AMZN,2025-10-13,220.55,219.86,220.0,0.3128542280661971,0.0636768852906333,failed_recovery,19.03,<20,<0.5%,True,12.142197599261307
AMZN,2025-10-14,218.22,217.05,216.44,0.536156172669777,-0.28104123473854575,failed_recovery,20.81,20-25,0.5-1.0%,True,9.353652128218588
AMZN,2025-10-15,217.28,212.66,215.63,2.1262886597938166,1.396595504561271,partial_recovery,20.64,20-25,>1.0%,False,0.8169149447380978
AMZN,2025-10-16,218.54,213.88,214.49,2.1323327537292927,0.28520665793903766,failed_recovery,25.31,>=25,>1.0%,True,22.62596899224805
AMZN,2025-10-17,214.62,212.1,213.05,1.1741682974559735,0.44790193305045595,weak_recovery,20.78,20-25,>1.0%,True,17.898064006321604
AMZN,2025-10-20,215.66,214.52,216.47,0.5286098488361246,0.9090061532724169,full_recovery,18.23,<20,0.5-1.0%,True,12.271414821944179
AMZN,2025-10-21,222.6,221.16,222.03,0.6469002695417779,0.39338035811177635,partial_recovery,17.87,<20,0.5-1.0%,False,1.974766867800326
AMZN,2025-10-22,219.76,217.48,217.98,1.037495449581362,0.2299061982711054,failed_recovery,18.6,<20,>1.0%,True,4.085058757694463
AMZN,2025-10-23,220.65,219.75,221.09,0.40788579197824865,0.6097838452787273,full_recovery,17.3,<20,<0.5%,True,6.9892473118279606
AMZN,2025-10-27,228.4,226.99,226.98,0.6173380035026255,-0.0044054804176480574,failed_recovery,15.79,<20,0.5-1.0%,True,3.543066585216871
AMZN,2025-10-29,231.6,230.03,230.34,0.6778929188255585,0.1347650306481773,failed_recovery,16.92,<20,0.5-1.0%,True,3.045066991473812
AMZN,2025-10-30,228.44,224.52,222.86,1.7159866923480946,-0.7393550685907698,failed_recovery,16.91,<20,>1.0%,False,0.059101654846344935
AMZN,2025-10-31,249.85,244.67,244.17,2.0732439463678234,-0.20435688887072384,failed_recovery,17.44,<20,>1.0%,True,3.1342400946185753
AMZN,2025-11-03,257.45,255.16,254.07,0.8894931054573674,-0.4271829440351166,failed_recovery,17.17,<20,0.5-1.0%,False,1.5481651376146763
AMZN,2025-11-04,255.44,249.5,249.43,2.325399310992796,-0.028056112224446164,failed_recovery,19.0,<20,>1.0%,True,10.658124635993001
AMZN,2025-11-05,249.64,248.82,250.25,0.3284730011216124,0.5747126436781637,full_recovery,18.01,<20,<0.5%,True,5.2105263157894655
AMZN,2025-11-06,248.17,242.36,243.09,2.341137123745809,0.3012048192771042,failed_recovery,19.5,<20,>1.0%,True,8.27318156579677
AMZN,2025-11-07,241.3,238.49,244.42,1.1645254869457116,2.4864774204369064,full_recovery,19.08,<20,>1.0%,True,2.1538461538461626
AMZN,2025-11-10,249.94,246.42,248.4,1.4083380011202729,0.8035062089116217,partial_recovery,17.6,<20,>1.0%,True,7.7568134171907595
AMZN,2025-11-11,249.63,247.67,249.08,0.7851620398189352,0.5693059312795353,partial_recovery,17.28,<20,0.5-1.0%,False,1.8181818181818195
AMZN,2025-11-12,248.39,244.6,244.24,1.5258263215105248,-0.14717906786589746,failed_recovery,17.51,<20,>1.0%,False,1.331018518518521
AMZN,2025-11-13,243.25,237.8,237.59,2.2404933196300054,-0.08830950378469636,failed_recovery,20.0,20-25,>1.0%,True,14.220445459737283
AMZN,2025-11-14,238.73,235.77,234.75,1.239894441419168,-0.43262501590533575,failed_recovery,19.83,<20,>1.0%,False,0.8500000000000085
AMZN,2025-11-17,233.74,231.86,232.86,0.804312483956531,0.4312947468299836,partial_recovery,22.38,20-25,0.5-1.0%,True,12.859304084720124
AMZN,2025-11-18,226.83,222.42,222.58,1.944187276815247,0.07193597698049861,failed_recovery,24.69,20-25,>1.0%,True,10.32171581769438
AMZN,2025-11-19,222.85,219.76,222.69,1.3865829032981842,1.333272661084823,partial_recovery,23.66,20-25,>1.0%,True,4.171729445119486
AMZN,2025-11-20,227.41,218.22,217.15,4.041159139879512,-0.4903308587663795,failed_recovery,26.42,>=25,>1.0%,True,11.665257819103978
AMZN,2025-11-21,219.84,218.01,220.67,0.832423580786032,1.2201275170863706,full_recovery,23.43,20-25,0.5-1.0%,True,11.317183951551861
AMZN,2025-11-24,226.79,224.06,226.07,1.20375677939944,0.897081138980626,partial_recovery,20.52,20-25,>1.0%,True,12.419974391805379
AMZN,2025-11-26,231.75,229.44,229.09,0.9967637540453085,-0.15254532775453028,failed_recovery,17.19,<20,0.5-1.0%,True,7.381465517241366
AMZN,2025-11-28,232.88,229.16,233.18,1.5973892133287526,1.7542328504101983,full_recovery,16.35,<20,>1.0%,True,4.997094712376522
AMZN,2025-12-01,234.96,233.97,233.95,0.4213483146067455,-0.008548104457840848,failed_recovery,17.24,<20,<0.5%,True,5.443425076452581
AMZN,2025-12-02,238.97,234.67,234.39,1.7993890446499607,-0.11931648698171951,failed_recovery,16.59,<20,>1.0%,True,3.7703016241299223
AMZN,2025-12-03,233.19,231.9,232.37,0.5531969638492182,0.2026735661923238,weak_recovery,16.08,<20,0.5-1.0%,True,3.0741410488246026
AMZN,2025-12-04,229.08,227.11,229.1,0.8599615854723235,0.8762273788032146,full_recovery,15.78,<20,0.5-1.0%,False,1.8656716417910384
AMZN,2025-12-05,231.24,228.72,229.55,1.089776855215365,0.36288912207065954,weak_recovery,15.41,<20,>1.0%,True,2.3447401774397925
AMZN,2025-12-08,230.1,227.02,226.99,1.3385484571925181,-0.013214694740551992,failed_recovery,16.66,<20,>1.0%,True,8.111615833874106
AMZN,2025-12-09,228.57,227.42,227.9,0.5031281445509059,0.21106323102630295,weak_recovery,16.93,<20,0.5-1.0%,False,1.620648259303719
AMZN,2025-12-10,232.02,230.19,231.69,0.788725109904324,0.6516356053694774,partial_recovery,15.77,<20,0.5-1.0%,True,6.851742468989959
AMZN,2025-12-11,231.34,229.06,230.27,0.985562375724043,0.5282458744433808,partial_recovery,14.85,<20,0.5-1.0%,True,5.833861762840837
AMZN,2025-12-12,228.41,226.15,226.19,0.9894487982137344,0.01768737563563654,failed_recovery,15.74,<20,0.5-1.0%,True,5.993265993265997
