event_id,ticker,d0_date,gap_pct,entry,exit,stop,entry_price,exit_price,return_gross,exit_reason,eps_surprise_pct,revenue_surprise_pct,release_timing
68,AVGO,2025-12-12,0.081148,C1,X1_D1_open,A_no_stop,369.5864,355.1649,-0.039021,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X1_D1_open,B_with_stop,369.5864,360.4638,-0.024683,stop_hit,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X2_D1_close,A_no_stop,369.5864,358.77,-0.029266,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X2_D1_close,B_with_stop,369.5864,360.4638,-0.024683,stop_hit,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X3_D2_close,A_no_stop,369.5864,336.11,-0.090578,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X3_D2_close,B_with_stop,369.5864,360.4638,-0.024683,stop_hit,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X4_D3_close,A_no_stop,369.5864,343.19,-0.071421,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X4_D3_close,B_with_stop,369.5864,360.4638,-0.024683,stop_hit,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X5_D5_close,A_no_stop,369.5864,331.08,-0.104188,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C1,X5_D5_close,B_with_stop,369.5864,360.4638,-0.024683,stop_hit,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X0_D0_close,A_no_stop,386.05,382.82,-0.008367,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X0_D0_close,B_with_stop,386.05,382.82,-0.008367,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X1_D1_open,A_no_stop,386.05,355.1649,-0.080003,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X1_D1_open,B_with_stop,386.05,355.1649,-0.080003,stop_gap_d1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X2_D1_close,A_no_stop,386.05,358.77,-0.070664,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X2_D1_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X3_D2_close,A_no_stop,386.05,336.11,-0.129361,held,15.5354,8.6894,AMC
