ticker,sector,signal_day,rs_rank,rs_return,vix,entry_day,entry_bar,entry_price,exit_day,exit_bar,exit_price,exit_reason,return_pct,hold_bars,pullback_bars
C,unclassified,2025-11-05,6,5.780890654401006,18.01,2025-11-07,2,100.28,2025-11-11,2,100.26,ema9_cross,-0.01994415636218191,4,1
GOOGL,mega_tech,2025-11-06,2,17.897833202137793,19.5,2025-11-10,1,287.97,2025-11-13,1,277.88,ema21_stop,-3.5038372052644475,6,1
AMZN,mega_tech,2025-11-06,3,6.740142267498022,19.5,2025-11-07,2,244.42,2025-11-12,1,245.45,ema9_cross,0.421405776941331,5,1
AAPL,mega_tech,2025-11-06,4,6.152632616840846,19.5,2025-11-10,1,269.47,2025-11-14,1,274.33,max_bars,1.8035402827772873,8,1
MU,growth_semi,2025-11-10,1,31.376213466230595,17.6,2025-11-12,1,245.9,2025-11-13,1,232.37,ema21_stop,-5.502236681577878,2,2
GOOGL,mega_tech,2025-11-11,2,18.701838789904993,17.28,2025-11-12,2,286.56,2025-11-13,1,277.88,ema21_stop,-3.0290340591848155,1,1
SNOW,other,2025-11-11,4,12.663537816173104,17.28,2025-11-12,2,269.63,2025-11-13,1,256.21,ema21_stop,-4.977190965397032,1,1
AAPL,mega_tech,2025-11-12,5,9.769029925687887,17.51,2025-11-13,2,272.79,2025-11-14,2,272.34,ema9_cross,-0.16496205872650957,2,1
AMD,growth_semi,2025-11-12,7,8.499224676249936,17.51,2025-11-14,1,250.26,2025-11-14,2,246.76,ema21_stop,-1.3985455126668265,1,2
GOOGL,mega_tech,2025-11-25,1,20.897085780554416,18.56,2025-11-26,2,319.8,2025-12-01,2,314.88,ema9_cross,-1.5384615384615434,4,1
GOOGL,mega_tech,2025-11-26,1,16.375545851528383,17.19,2025-11-28,2,320.07,2025-12-01,2,314.88,ema9_cross,-1.6215202924360288,2,1
GS,financials,2025-11-28,6,4.551614800419365,16.35,2025-12-02,1,809.56,2025-12-08,1,853.68,max_bars,5.44987400563269,8,2
GOOGL,mega_tech,2025-12-01,1,12.048964486513421,17.24,2025-12-03,1,320.89,2025-12-04,1,316.72,ema9_cross,-1.2995107357661377,2,2
GOOGL,mega_tech,2025-12-03,1,15.112296766285741,16.08,2025-12-04,2,317.37,2025-12-08,1,312.2,ema21_stop,-1.6290134543277612,3,1
TXN,unclassified,2025-12-03,2,14.603335017685703,16.08,2025-12-05,1,182.43,2025-12-09,2,178.36,ema9_cross,-2.2309927095324196,5,2
TXN,unclassified,2025-12-05,1,13.0884828833323,15.41,2025-12-09,1,179.03,2025-12-09,2,178.36,ema9_cross,-0.3742389543651832,1,2
AVGO,growth_semi,2025-12-05,3,9.671060042807264,15.41,2025-12-08,2,400.42,2025-12-12,1,363.36,ema21_stop,-9.255281953948355,7,1
GS,financials,2025-12-05,4,8.963739870755987,15.41,2025-12-08,2,862.41,2025-12-12,2,883.65,max_bars,2.462865690332906,8,1
C,unclassified,2025-12-05,6,7.870093644152227,15.41,2025-12-08,2,108.36,2025-12-12,2,111.25,max_bars,2.6670358065706905,8,1
C,unclassified,2025-12-08,5,8.057439170323095,16.66,2025-12-09,2,108.88,2025-12-15,2,112.24,max_bars,3.0859662013225564,8,1
MU,growth_semi,2025-12-10,6,9.383555961171494,15.77,2025-12-11,2,258.36,2025-12-12,1,246.99,ema9_cross,-4.400836042731075,1,1
TSM,growth_semi,2025-12-10,7,6.50392507919019,15.77,2025-12-11,2,304.87,2025-12-12,1,296.7,ema21_stop,-2.67983074753174,1,1
C,unclassified,2025-12-11,5,8.627259404005876,14.85,2025-12-15,1,112.46,2025-12-16,1,110.48,ema9_cross,-1.760626000355673,2,2
GS,financials,2025-12-15,2,13.155911024799078,16.5,2025-12-18,1,878.67,2025-12-18,2,871.98,ema9_cross,-0.7613779917375058,1,1
C,unclassified,2025-12-15,3,12.476200020042077,16.5,2025-12-17,2,110.85,2025-12-23,2,118.75,max_bars,7.126747857465049,8,1
TSLA,growth_semi,2025-12-16,1,19.78185908879704,16.48,2025-12-18,1,488.62,2025-12-24,1,484.42,max_bars,-0.8595636691089167,8,2
GS,financials,2025-12-16,3,13.786013585612775,16.48,2025-12-18,1,878.67,2025-12-18,2,871.98,ema9_cross,-0.7613779917375058,1,1
C,unclassified,2025-12-16,4,13.30603889457523,16.48,2025-12-17,2,110.85,2025-12-23,2,118.75,max_bars,7.126747857465049,8,1
TSLA,growth_semi,2025-12-18,1,19.626815808359527,16.87,2025-12-22,1,494.64,2025-12-26,1,478.88,ema9_cross,-3.186155587902311,6,2
MU,growth_semi,2025-12-19,1,32.087846566630226,14.91,2025-12-22,2,276.51,2025-12-29,2,294.36,max_bars,6.455462731908439,8,1
TSLA,growth_semi,2025-12-22,3,24.94120654396728,14.08,2025-12-23,2,485.61,2025-12-26,1,478.88,ema9_cross,-1.3858857931261748,3,1
BA,other,2025-12-22,4,20.642252894033838,14.08,2025-12-23,2,216.85,2025-12-30,2,218.5,max_bars,0.7608946276227834,8,1
MU,growth_semi,2025-12-24,1,27.787926041434623,13.47,2025-12-29,1,290.35,2025-12-31,2,285.43,ema9_cross,-1.6945066299294007,5,2
C,unclassified,2025-12-24,2,20.371658551127894,13.47,2025-12-26,2,119.8,2025-12-29,1,117.83,ema9_cross,-1.644407345575959,1,1
BA,other,2025-12-24,3,19.542687942095732,13.47,2025-12-26,2,216.39,2025-12-31,1,217.5,ema9_cross,0.5129627062248782,5,1
GS,financials,2025-12-24,6,13.996525417327584,13.47,2025-12-26,2,902.36,2025-12-29,1,891.53,ema9_cross,-1.200186178465362,1,1
C,unclassified,2025-12-29,3,14.076303271527035,14.2,2026-01-02,1,117.27,2026-01-08,1,120.57,max_bars,2.814018930672804,8,1
MU,growth_semi,2025-12-30,1,21.75161223216143,14.33,2026-01-02,1,311.55,2026-01-08,1,327.76,max_bars,5.2030171722034915,8,2
BA,other,2025-12-30,2,17.076568611691584,14.33,2026-01-02,1,224.73,2026-01-08,1,228.52,max_bars,1.686468206292004,8,2
C,unclassified,2025-12-30,3,14.122137404580146,14.33,2026-01-02,1,117.27,2026-01-08,1,120.57,max_bars,2.814018930672804,8,2
MU,growth_semi,2026-01-02,1,34.70311832550191,14.51,2026-01-06,1,334.75,2026-01-12,1,345.2,max_bars,3.12173263629574,8,2
BIDU,unclassified,2026-01-05,2,26.052897574123996,14.9,2026-01-07,1,148.01,2026-01-08,1,141.22,ema9_cross,-4.587527869738526,2,2
TSM,growth_semi,2026-01-05,6,10.337155570768457,14.9,2026-01-06,2,327.39,2026-01-08,1,317.13,ema9_cross,-3.133877027398513,3,1
C,unclassified,2026-01-06,4,12.569264868858514,14.75,2026-01-08,1,120.57,2026-01-08,2,119.95,ema9_cross,-0.5142241021812974,1,2
GS,financials,2026-01-06,5,11.865902592283152,14.75,2026-01-08,1,934.64,2026-01-08,2,929.17,ema9_cross,-0.5852520756654999,1,2
V,unclassified,2026-01-06,7,7.998668401779502,14.75,2026-01-07,2,355.17,2026-01-08,1,351.62,ema21_stop,-0.9995213559703835,1,1
MU,growth_semi,2026-01-07,1,37.19262710147864,15.38,2026-01-09,1,340.2,2026-01-14,1,332.85,ema9_cross,-2.160493827160484,6,2
BIDU,unclassified,2026-01-07,2,12.935476428516491,15.38,2026-01-09,1,144.52,2026-01-15,1,150.67,max_bars,4.255466371436464,8,1
BA,other,2026-01-07,4,10.582703121970145,15.38,2026-01-09,1,233.06,2026-01-15,1,247.8,max_bars,6.324551617609203,8,2
MU,growth_semi,2026-01-13,1,40.32947425204365,15.98,2026-01-15,1,343.05,2026-01-15,2,336.62,ema9_cross,-1.8743623378516272,1,1
BA,other,2026-01-13,2,19.62328767123287,15.98,2026-01-14,2,242.61,2026-01-21,2,250.06,max_bars,3.070772020938951,8,1
TSM,growth_semi,2026-01-13,4,13.308687615526802,15.98,2026-01-14,2,327.13,2026-01-20,1,329.09,ema9_cross,0.59915018494176,5,1
GOOGL,mega_tech,2026-01-13,5,8.66050061444925,15.98,2026-01-14,2,335.81,2026-01-16,1,329.5,ema9_cross,-1.8790387421458568,3,1
MU,growth_semi,2026-01-14,1,40.406891032391215,16.75,2026-01-16,1,354.21,2026-01-23,1,399.25,max_bars,12.715620676999526,8,2
BIDU,unclassified,2026-01-15,2,25.186426476749062,15.84,2026-01-16,2,149.58,2026-01-23,2,161.49,max_bars,7.9622944243882845,8,1
BA,other,2026-01-15,3,19.792019347037478,15.84,2026-01-16,2,247.67,2026-01-23,2,252.11,max_bars,1.7927080389227708,8,1
COST,unclassified,2026-01-15,6,11.188990312965725,15.84,2026-01-16,2,962.42,2026-01-23,2,981.83,max_bars,2.0167910060057026,8,1
GS,financials,2026-01-15,7,11.024702653247939,15.84,2026-01-21,1,956.16,2026-01-21,2,948.53,ema9_cross,-0.79798360107095,1,2
MU,growth_semi,2026-01-16,1,60.86011970738194,15.86,2026-01-20,2,365.0,2026-01-26,2,389.08,max_bars,6.597260273972598,8,1
MU,growth_semi,2026-01-21,1,46.30228708997895,16.9,2026-01-22,2,397.59,2026-01-28,2,435.19,max_bars,9.456978294222699,8,1
COST,unclassified,2026-01-21,5,14.850998607682312,16.9,2026-01-22,2,974.79,2026-01-27,1,964.37,ema9_cross,-1.0689481837113592,5,1
AMD,growth_semi,2026-01-22,3,18.04140497790184,15.64,2026-01-23,2,259.65,2026-01-29,1,247.83,ema9_cross,-4.55228191796648,7,1
BABA,unclassified,2026-01-22,4,17.38871224165342,15.64,2026-01-26,1,172.17,2026-01-26,2,171.38,ema9_cross,-0.45884881222047513,1,2
BA,other,2026-01-22,5,15.99852378096599,15.64,2026-01-23,2,252.11,2026-01-26,2,248.38,ema9_cross,-1.4795129110309062,2,1
MU,growth_semi,2026-01-23,1,44.7007278125792,16.09,2026-01-27,1,414.1,2026-01-30,2,414.73,ema9_cross,0.15213716493600468,7,2
BABA,unclassified,2026-01-26,4,14.19243070362472,16.15,2026-01-27,2,172.68,2026-01-30,1,170.28,ema21_stop,-1.3898540653231444,5,1
AMD,growth_semi,2026-01-28,5,17.199165314166475,16.35,2026-01-29,2,252.09,2026-01-30,1,238.39,ema21_stop,-5.434567019715188,1,1
TSM,growth_semi,2026-01-28,6,13.726076555023925,16.35,2026-01-29,2,339.51,2026-01-30,1,331.02,ema21_stop,-2.5006627198020706,1,1
MU,growth_semi,2026-01-29,1,48.9218467006117,16.88,2026-02-02,1,439.46,2026-02-04,1,418.9,ema9_cross,-4.678469030173395,4,2
TXN,unclassified,2026-01-29,2,24.893812421076802,16.88,2026-01-30,2,215.65,2026-02-04,2,217.36,ema9_cross,0.792951541850224,6,1
MU,growth_semi,2026-02-02,1,38.84378765776623,16.34,2026-02-03,2,442.49,2026-02-04,1,418.9,ema9_cross,-5.331193925286454,1,1
TXN,unclassified,2026-02-02,2,27.62687836688404,16.34,2026-02-03,2,224.65,2026-02-04,2,217.36,ema9_cross,-3.2450478522145527,2,1
META,mega_tech,2026-02-02,6,8.553339275286593,16.34,2026-02-03,2,706.3,2026-02-04,1,691.89,ema9_cross,-2.040209542687239,1,1
TXN,unclassified,2026-02-03,2,27.62754232473582,18.0,2026-02-05,1,223.67,2026-02-09,1,219.39,ema9_cross,-1.9135333303527524,4,2
COST,unclassified,2026-02-04,3,10.105742052454366,18.64,2026-02-05,2,995.07,2026-02-10,1,978.57,ema9_cross,-1.6581748017727396,5,1
TXN,unclassified,2026-02-06,1,20.71249265609144,17.76,2026-02-10,1,221.31,2026-02-10,2,220.93,ema9_cross,-0.171704848402691,1,1
COST,unclassified,2026-02-06,3,8.033477380887268,17.76,2026-02-09,2,998.15,2026-02-10,1,978.57,ema9_cross,-1.9616290136752919,1,1
AAPL,mega_tech,2026-02-06,4,6.610516555267942,17.76,2026-02-09,2,277.55,2026-02-12,1,262.33,ema21_stop,-5.483696631237624,5,1
TSM,growth_semi,2026-02-09,4,7.806656983033035,17.36,2026-02-11,1,375.82,2026-02-17,1,362.06,ema9_cross,-3.6613272311212794,6,2
AAPL,mega_tech,2026-02-09,5,7.129072101281468,17.36,2026-02-11,1,278.95,2026-02-12,1,262.33,ema21_stop,-5.958056999462271,2,2
TXN,unclassified,2026-02-11,2,20.808199434153625,17.65,2026-02-13,1,225.21,2026-02-18,1,222.11,ema9_cross,-1.3764930509302404,4,1
MU,growth_semi,2026-02-18,2,15.331506849315064,19.62,2026-02-19,2,416.72,2026-02-24,2,418.17,ema9_cross,0.3479554617008995,6,1
TSM,growth_semi,2026-02-18,3,10.433480068476399,19.62,2026-02-20,1,368.35,2026-02-26,1,371.63,ema9_cross,0.8904574453644556,8,1
NVDA,mega_tech,2026-02-18,6,5.398125806632627,19.62,2026-02-19,2,187.88,2026-02-25,2,195.87,max_bars,4.252714498616142,8,1
COST,unclassified,2026-02-24,6,2.220537927361365,19.55,2026-02-25,2,994.76,2026-02-26,1,985.91,ema21_stop,-0.8896618279786103,1,1
AAPL,mega_tech,2026-02-25,3,6.258962136185729,17.93,2026-02-26,2,273.0,2026-02-27,1,265.95,ema21_stop,-2.5824175824175866,1,1
COST,unclassified,2026-02-27,2,6.249802986203782,19.86,2026-03-03,1,1008.74,2026-03-05,1,982.5,ema21_stop,-2.6012649443860667,4,2
